,Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,label
1347,1348,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,5,F,m-comm,8,5,3,6,10,1
1348,1349,2,Detractor,N,4,5,Married,Tier2,Card,7,M,call,5,3,8,6,5,2
1349,1350,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,3,F,call,6,3,7,9,1,2
1350,1351,3,Detractor,N,4,2,Married,Tier1,Cash,1,M,call,10,9,1,10,5,0
1351,1352,7,Passives,N,4,8,Not Married,Tier2,Ziggy Credit,1,F,m-comm,3,2,2,4,2,2
1352,1353,10,Promoter,Y,4,10,Married,Tier1,Card,5,M,m-comm,6,2,3,6,8,1
1353,1354,1,Detractor,N,4,2,Not Married,Tier1,e-Wallet,2,F,call,9,6,8,8,6,2
1354,1355,9,Promoter,Y,4,7,Married,Tier1,Cash,8,M,m-comm,2,10,3,3,10,1
1355,1356,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,10,F,m-comm,1,1,3,5,7,1
1356,1357,4,Detractor,N,4,2,Married,Tier1,Card,7,M,call,7,5,7,6,4,2
1357,1358,7,Passives,N,4,5,Not Married,Tier2,e-Wallet,2,F,m-comm,7,2,3,8,5,2
1358,1359,7,Passives,N,4,5,Married,Tier3,Cash,6,M,call,4,10,2,4,4,0
1359,1360,4,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,5,F,call,2,4,1,5,5,2
1360,1361,1,Detractor,N,4,9,Married,Tier2,Card,4,M,call,8,8,4,10,6,0
1361,1362,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,1,F,call,6,5,9,10,2,2
1362,1363,1,Detractor,N,4,5,Married,Tier1,Cash,6,M,call,3,1,5,3,5,2
1363,1364,5,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,6,F,call,10,9,6,6,3,0
1364,1365,7,Passives,Y,4,3,Married,Tier3,Card,1,M,call,5,10,6,1,10,1
1365,1366,6,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,7,3,1,10,4,2
1366,1367,10,Promoter,Y,4,8,Married,Tier1,Cash,5,M,m-comm,1,1,9,5,7,1
1367,1368,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,4,F,call,5,4,4,10,2,2
1368,1369,1,Detractor,N,4,5,Married,Tier1,Card,1,M,call,1,3,6,4,6,2
1369,1370,4,Detractor,N,4,9,Not Married,Tier2,e-Wallet,4,F,call,4,5,7,2,1,0
1370,1371,7,Passives,N,4,4,Married,Tier3,Cash,4,M,call,4,6,1,4,10,1
1371,1372,5,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,6,F,call,2,7,8,5,1,0
1372,1373,6,Detractor,N,4,6,Married,Tier2,Card,7,M,call,4,1,4,1,1,2
1373,1374,8,Passives,N,4,8,Not Married,Tier3,e-Wallet,2,F,call,5,3,6,5,7,1
1374,1375,10,Promoter,Y,4,4,Married,Tier1,Cash,10,M,m-comm,10,8,3,1,9,1
1375,1376,7,Passives,N,4,1,Not Married,Tier2,Ziggy Credit,3,F,m-comm,5,10,6,9,3,0
1376,1377,7,Passives,N,4,1,Married,Tier3,Card,5,M,call,5,4,5,9,9,1
1377,1378,10,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,10,5,3,7,10,1
1378,1379,1,Detractor,N,4,2,Married,Tier2,Cash,5,M,call,9,8,9,8,1,0
1379,1380,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,1,F,call,5,8,3,6,6,0
1380,1381,0,Detractor,N,4,9,Married,Tier1,Card,7,M,call,1,10,4,3,3,0
1381,1382,8,Passives,N,4,1,Not Married,Tier2,e-Wallet,5,F,m-comm,9,10,4,4,7,1
1382,1383,7,Passives,N,4,2,Married,Tier3,Cash,2,M,call,8,5,1,7,9,1
1383,1384,6,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,1,F,call,6,2,3,6,4,2
1384,1385,0,Detractor,N,4,8,Married,Tier2,Card,7,M,call,9,7,1,9,4,0
1385,1386,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,1,F,call,6,6,10,2,5,0
1386,1387,5,Detractor,N,4,9,Married,Tier1,Cash,3,M,call,3,8,5,6,4,0
1387,1388,2,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,7,F,call,8,3,7,1,6,2
1388,1389,7,Passives,N,4,10,Married,Tier3,Card,2,M,call,5,1,7,5,10,1
1389,1390,10,Promoter,N,4,6,Married,Tier1,e-Wallet,9,F,m-comm,7,9,10,5,9,1
1390,1391,5,Detractor,N,4,6,Married,Tier2,Cash,4,M,call,3,9,2,6,1,0
1391,1392,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,8,F,m-comm,1,6,3,5,7,1
1392,1393,3,Detractor,N,4,4,Married,Tier1,Card,2,M,call,5,4,6,6,1,2
1393,1394,1,Detractor,N,4,8,Not Married,Tier2,e-Wallet,2,F,call,1,4,6,6,5,2
1394,1395,7,Passives,Y,4,4,Married,Tier3,Cash,5,M,call,5,10,4,6,5,0
1395,1396,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,8,F,m-comm,8,8,6,7,8,1
1396,1397,4,Detractor,N,4,9,Married,Tier2,Card,1,M,call,10,9,8,3,3,0
1397,1398,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,1,F,call,4,3,3,6,2,2
1398,1399,2,Detractor,N,4,3,Married,Tier1,Cash,6,M,call,5,3,6,8,2,2
1399,1400,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,3,F,m-comm,8,9,10,1,10,1
1400,1401,7,Passives,N,4,10,Married,Tier3,Card,4,M,call,7,8,4,3,2,0
1401,1402,7,Passives,N,4,3,Not Married,Tier1,e-Wallet,6,F,e-comm,4,7,8,9,1,0
1402,1403,1,Detractor,N,4,7,Married,Tier2,Cash,4,M,call,8,7,7,1,4,0
1403,1404,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,2,F,call,6,1,8,4,10,1
1404,1405,8,Passives,Y,4,5,Married,Tier1,Card,4,M,e-comm,4,6,5,1,9,1
1405,1406,1,Detractor,N,4,4,Not Married,Tier2,e-Wallet,2,F,call,5,2,3,5,4,2
1406,1407,7,Passives,N,4,8,Married,Tier3,Cash,4,M,call,6,1,5,9,8,2
1407,1408,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,7,F,m-comm,8,2,2,4,8,1
1408,1409,9,Promoter,Y,4,9,Married,Tier1,Card,7,M,m-comm,3,3,5,6,8,1
1409,1410,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,8,5,7,4,8,1
1410,1411,8,Passives,Y,4,8,Married,Tier1,Cash,6,M,e-comm,4,1,7,2,7,1
1411,1412,8,Passives,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,m-comm,4,4,4,5,10,1
1412,1413,10,Promoter,Y,4,7,Married,Tier2,Card,8,M,m-comm,1,7,1,1,10,1
1413,1414,5,Detractor,N,4,9,Not Married,Tier1,e-Wallet,1,F,call,9,9,10,10,1,0
1414,1415,0,Detractor,N,4,4,Married,Tier2,Cash,3,M,call,4,2,2,4,6,2
1415,1416,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,9,7,9,5,10,1
1416,1417,3,Detractor,N,4,8,Married,Tier1,Card,1,M,call,4,8,6,10,4,0
1417,1418,5,Detractor,N,4,8,Not Married,Tier2,e-Wallet,7,F,call,5,2,7,3,4,2
1418,1419,10,Promoter,Y,4,10,Married,Tier1,Cash,10,M,m-comm,4,1,4,2,10,1
1419,1420,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,9,7,2,8,8,1
1420,1421,6,Detractor,N,4,9,Married,Tier2,Card,6,M,call,3,1,4,4,5,2
1421,1422,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,1,F,call,5,3,10,7,10,1
1422,1423,7,Passives,Y,4,3,Married,Tier1,Cash,3,M,e-comm,4,4,1,5,5,2
1423,1424,8,Passives,N,4,2,Not Married,Tier2,Ziggy Credit,7,F,m-comm,3,4,10,10,5,1
1424,1425,7,Passives,N,4,6,Married,Tier3,Card,4,M,call,6,5,4,5,7,1
1425,1426,1,Detractor,N,4,5,Not Married,Tier1,e-Wallet,7,F,call,6,1,10,7,6,2
1426,1427,2,Detractor,N,4,7,Married,Tier2,Cash,5,M,call,8,9,3,7,4,0
1427,1428,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,5,F,call,8,4,6,10,10,1
1428,1429,7,Passives,Y,4,8,Married,Tier1,Card,6,M,e-comm,4,6,5,9,5,1
1429,1430,6,Detractor,N,4,3,Not Married,Tier2,e-Wallet,7,F,call,5,5,2,2,2,0
1430,1431,7,Passives,Y,4,8,Married,Tier3,Cash,7,M,call,6,6,2,1,5,1
1431,1432,6,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,1,F,call,9,10,9,3,4,0
1432,1433,5,Detractor,N,4,3,Married,Tier2,Card,2,M,call,4,10,10,3,4,0
1433,1434,10,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,5,9,3,1,9,1
1434,1435,7,Passives,Y,4,10,Married,Tier1,Cash,2,M,e-comm,1,10,10,7,8,0
1435,1436,1,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,2,F,call,2,9,8,4,6,0
1436,1437,7,Passives,N,4,6,Married,Tier3,Card,6,M,call,4,9,4,9,4,0
1437,1438,10,Promoter,N,4,5,Married,Tier2,e-Wallet,6,F,m-comm,4,6,7,1,10,1
1438,1439,4,Detractor,N,4,6,Married,Tier2,Cash,5,M,call,8,5,4,3,3,2
1439,1440,8,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,4,F,call,7,1,5,2,5,2
1440,1441,6,Detractor,N,4,10,Married,Tier1,Card,5,M,call,8,2,4,2,6,2
1441,1442,10,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,8,1,6,3,10,1
1442,1443,7,Passives,Y,4,3,Married,Tier3,Cash,1,M,call,4,4,8,2,4,2
1443,1444,3,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,3,F,call,8,2,9,9,1,2
1444,1445,0,Detractor,N,4,6,Married,Tier2,Card,4,M,call,10,2,8,10,6,2
1445,1446,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,1,F,call,4,1,7,9,10,2
1446,1447,9,Promoter,Y,4,1,Married,Tier1,Cash,7,M,m-comm,5,2,10,8,9,1
1447,1448,0,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,4,F,call,1,10,5,5,5,0
1448,1449,9,Promoter,Y,4,8,Married,Tier1,Card,5,M,m-comm,8,4,5,5,7,1
1449,1450,6,Detractor,N,4,1,Not Married,Tier1,e-Wallet,4,F,call,8,5,4,5,3,2
1450,1451,6,Detractor,N,4,9,Married,Tier2,Cash,7,M,call,1,9,4,5,6,0
1451,1452,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,2,1,1,9,10,1
1452,1453,10,Promoter,Y,4,2,Married,Tier1,Card,5,M,m-comm,6,9,4,9,9,1
1453,1454,8,Passives,N,4,4,Not Married,Tier2,e-Wallet,3,F,m-comm,4,7,6,7,7,1
1454,1455,7,Passives,Y,4,6,Married,Tier3,Cash,5,M,call,4,5,6,2,1,0
1455,1456,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,9,F,m-comm,5,6,5,9,8,1
1456,1457,4,Detractor,N,4,5,Married,Tier2,Card,5,M,call,10,5,4,6,5,2
1457,1458,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,5,F,call,8,6,5,5,8,1
1458,1459,8,Passives,Y,4,5,Married,Tier1,Cash,6,M,e-comm,4,10,2,8,8,1
1459,1460,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,6,F,m-comm,8,6,8,4,3,0
1460,1461,7,Passives,N,4,4,Married,Tier3,Card,6,M,call,6,4,2,9,4,2
1461,1462,7,Passives,N,4,10,Not Married,Tier1,e-Wallet,5,F,e-comm,4,3,9,8,1,2
1462,1463,7,Passives,Y,4,8,Married,Tier2,Cash,3,M,m-comm,2,10,7,9,6,0
1463,1464,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,7,F,call,5,10,9,9,10,1
1464,1465,9,Promoter,Y,4,3,Married,Tier1,Card,6,M,m-comm,5,7,3,9,7,1
1465,1466,8,Passives,N,4,1,Not Married,Tier2,e-Wallet,4,F,m-comm,7,5,7,10,8,1
1466,1467,7,Passives,N,4,7,Married,Tier3,Cash,5,M,call,7,6,7,4,1,0
1467,1468,0,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,1,F,call,7,2,8,9,4,2
1468,1469,9,Promoter,Y,4,4,Married,Tier1,Card,9,M,m-comm,10,2,8,1,10,1
1469,1470,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,7,10,9,3,5,0
1470,1471,9,Promoter,Y,4,9,Married,Tier1,Cash,9,M,m-comm,1,7,4,1,10,1
1471,1472,6,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,4,F,call,6,6,9,5,6,0
1472,1473,7,Passives,N,4,1,Married,Tier3,Card,4,M,call,5,3,5,7,2,2
1473,1474,10,Promoter,N,4,6,Married,Tier1,e-Wallet,6,F,m-comm,4,9,6,2,10,1
1474,1475,7,Passives,Y,4,9,Married,Tier2,Cash,4,M,m-comm,1,3,2,4,6,2
1475,1476,8,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,5,F,call,6,3,3,6,7,1
1476,1477,7,Passives,Y,4,2,Married,Tier1,Card,4,M,e-comm,5,1,4,2,3,2
1477,1478,1,Detractor,N,4,3,Not Married,Tier2,e-Wallet,2,F,call,9,6,7,2,4,0
1478,1479,8,Passives,Y,4,4,Married,Tier3,Cash,2,M,call,4,4,2,3,5,2
1479,1480,3,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,call,8,2,8,7,3,2
1480,1481,2,Detractor,N,4,2,Married,Tier2,Card,3,M,call,8,1,10,2,4,2
1481,1482,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,1,10,10,5,9,1
1482,1483,8,Passives,Y,4,4,Married,Tier1,Cash,7,M,e-comm,10,4,1,5,3,2
1483,1484,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,6,F,m-comm,2,4,7,9,9,1
1484,1485,7,Passives,N,4,1,Married,Tier3,Card,6,M,call,7,7,5,2,7,1
1485,1486,4,Detractor,N,4,5,Not Married,Tier1,e-Wallet,5,F,call,6,3,4,9,6,2
1486,1487,1,Detractor,N,4,1,Married,Tier2,Cash,2,M,call,7,2,10,5,4,2
1487,1488,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,9,F,m-comm,10,6,2,1,8,1
1488,1489,2,Detractor,N,4,2,Married,Tier1,Card,7,M,call,7,10,5,8,2,0
1489,1490,6,Detractor,N,4,3,Not Married,Tier2,e-Wallet,1,F,call,6,1,6,4,4,2
1490,1491,8,Passives,Y,4,7,Married,Tier3,Cash,3,M,call,8,6,5,2,9,1
1491,1492,1,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,call,10,8,10,1,2,0
1492,1493,2,Detractor,N,4,2,Married,Tier2,Card,5,M,call,4,1,2,5,5,2
1493,1494,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,1,F,call,7,4,3,6,3,2
1494,1495,1,Detractor,N,4,5,Married,Tier1,Cash,3,M,call,3,4,10,2,4,2
1495,1496,0,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,3,F,call,3,7,6,8,2,0
1496,1497,7,Passives,Y,4,1,Married,Tier3,Card,7,M,call,6,5,5,1,1,2
1497,1498,7,Passives,N,4,5,Not Married,Tier1,e-Wallet,4,F,e-comm,1,10,6,5,2,0
1498,1499,7,Passives,Y,4,10,Married,Tier2,Cash,1,M,m-comm,3,3,6,8,9,1
1499,1500,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,5,F,call,5,1,4,4,5,2
1500,1501,1,Detractor,N,4,3,Married,Tier1,Card,7,M,call,10,4,4,7,6,2
1501,1502,3,Detractor,N,4,1,Not Married,Tier2,e-Wallet,3,F,call,1,1,7,1,5,2
1502,1503,10,Promoter,Y,4,2,Married,Tier1,Cash,7,M,m-comm,2,9,5,7,10,1
1503,1504,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,5,F,m-comm,3,3,3,8,7,1
1504,1505,1,Detractor,N,4,4,Married,Tier2,Card,2,M,call,10,7,6,5,4,0
1505,1506,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,3,F,call,6,9,8,4,4,0
1506,1507,3,Detractor,N,4,1,Married,Tier1,Cash,6,M,call,6,5,3,1,6,2
1507,1508,5,Detractor,N,4,6,Not Married,Tier2,Ziggy Credit,1,F,call,5,5,6,4,3,2
1508,1509,7,Passives,N,4,7,Married,Tier3,Card,4,M,call,6,6,5,8,8,1
1509,1510,5,Detractor,N,4,9,Not Married,Tier1,e-Wallet,1,F,call,1,9,9,5,3,0
1510,1511,4,Detractor,N,4,7,Married,Tier2,Cash,5,M,call,9,5,10,1,3,2
1511,1512,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,6,F,call,6,8,4,7,6,0
1512,1513,3,Detractor,N,4,8,Married,Tier1,Card,5,M,call,3,3,10,2,1,2
1513,1514,4,Detractor,N,4,4,Not Married,Tier2,e-Wallet,7,F,call,4,4,9,4,1,2
1514,1515,7,Passives,N,4,1,Married,Tier3,Cash,3,M,call,4,9,3,1,4,0
1515,1516,0,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,4,F,call,2,1,1,1,3,2
1516,1517,3,Detractor,N,4,10,Married,Tier2,Card,6,M,call,4,10,4,1,4,0
1517,1518,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,7,F,call,6,6,8,8,9,1
1518,1519,6,Detractor,N,4,6,Married,Tier1,Cash,5,M,call,2,10,7,4,6,0
1519,1520,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,6,F,m-comm,4,7,2,9,7,1
1520,1521,7,Passives,N,4,7,Married,Tier3,Card,6,M,call,6,9,4,1,3,0
1521,1522,8,Passives,N,4,3,Not Married,Tier1,e-Wallet,2,F,e-comm,8,8,4,5,3,0
1522,1523,6,Detractor,N,4,2,Married,Tier2,Cash,5,M,call,7,10,5,5,5,0
1523,1524,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,7,5,9,8,7,1
1524,1525,5,Detractor,N,4,2,Married,Tier1,Card,3,M,call,5,3,6,8,1,2
1525,1526,2,Detractor,N,4,10,Not Married,Tier2,e-Wallet,6,F,call,3,1,6,1,5,2
1526,1527,7,Passives,N,4,2,Married,Tier3,Cash,7,M,call,6,1,8,6,5,2
1527,1528,7,Passives,N,4,8,Not Married,Tier1,Ziggy Credit,6,F,e-comm,6,3,2,10,3,2
1528,1529,5,Detractor,N,4,1,Married,Tier2,Card,3,M,call,10,7,8,1,3,0
1529,1530,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,6,F,call,6,10,2,9,2,0
1530,1531,1,Detractor,N,4,2,Married,Tier1,Cash,2,M,call,10,9,7,8,1,0
1531,1532,5,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,3,F,call,8,9,4,10,6,0
1532,1533,7,Passives,N,4,5,Married,Tier3,Card,2,M,call,6,2,3,1,10,1
1533,1534,10,Promoter,N,4,5,Married,Tier1,e-Wallet,6,F,m-comm,1,1,8,4,9,1
1534,1535,8,Passives,Y,4,9,Married,Tier2,Cash,5,M,m-comm,7,4,10,6,10,1
1535,1536,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,4,F,call,4,1,5,8,10,1
1536,1537,7,Passives,Y,4,9,Married,Tier1,Card,2,M,e-comm,8,6,5,4,9,1
1537,1538,7,Passives,N,4,3,Not Married,Tier2,e-Wallet,3,F,m-comm,9,10,8,10,2,0
1538,1539,9,Promoter,Y,4,2,Married,Tier1,Cash,7,M,m-comm,9,1,3,6,7,1
1539,1540,4,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,5,F,call,1,4,3,6,2,2
1540,1541,1,Detractor,N,4,6,Married,Tier2,Card,7,M,call,4,2,2,1,3,2
1541,1542,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,3,F,call,4,1,4,4,3,2
1542,1543,10,Promoter,Y,4,2,Married,Tier1,Cash,8,M,m-comm,6,8,8,9,7,1
1543,1544,1,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,2,F,call,10,9,8,1,1,0
1544,1545,7,Passives,N,4,8,Married,Tier3,Card,6,M,call,6,4,3,2,3,2
1545,1546,6,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,8,7,5,2,3,0
1546,1547,10,Promoter,Y,4,8,Married,Tier1,Cash,8,M,m-comm,7,5,4,5,10,1
1547,1548,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,3,F,call,7,7,8,7,4,0
1548,1549,2,Detractor,N,4,7,Married,Tier1,Card,4,M,call,9,1,9,5,2,2
1549,1550,9,Promoter,N,4,7,Married,Tier1,e-Wallet,6,F,m-comm,1,7,3,7,9,1
1550,1551,7,Passives,N,4,7,Married,Tier3,Cash,2,M,call,7,2,10,5,9,1
1551,1552,1,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,7,F,call,1,4,7,5,5,2
1552,1553,0,Detractor,N,4,6,Married,Tier2,Card,2,M,call,9,4,3,1,1,2
1553,1554,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,1,F,call,6,9,9,5,4,0
1554,1555,4,Detractor,N,4,9,Married,Tier1,Cash,5,M,call,4,10,8,5,3,0
1555,1556,8,Passives,N,4,8,Not Married,Tier2,Ziggy Credit,6,F,m-comm,2,5,8,7,7,1
1556,1557,10,Promoter,Y,4,9,Married,Tier1,Card,7,M,m-comm,10,9,5,1,7,1
1557,1558,8,Passives,N,4,7,Not Married,Tier1,e-Wallet,6,F,e-comm,3,4,5,3,5,1
1558,1559,1,Detractor,N,4,4,Married,Tier2,Cash,4,M,call,9,1,1,2,2,2
1559,1560,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,4,F,call,6,6,9,6,3,0
1560,1561,9,Promoter,Y,4,8,Married,Tier1,Card,10,M,m-comm,4,6,5,5,8,1
1561,1562,2,Detractor,N,4,7,Not Married,Tier2,e-Wallet,2,F,call,9,9,6,9,6,0
1562,1563,7,Passives,N,4,9,Married,Tier3,Cash,4,M,call,5,6,2,8,4,0
1563,1564,7,Passives,N,4,4,Not Married,Tier1,Ziggy Credit,5,F,e-comm,5,3,3,4,10,1
1564,1565,7,Passives,Y,4,7,Married,Tier2,Card,6,M,m-comm,9,10,6,8,2,0
1565,1566,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,4,F,call,5,5,5,9,9,1
1566,1567,4,Detractor,N,4,9,Married,Tier1,Cash,6,M,call,10,5,9,7,1,2
1567,1568,1,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,5,F,call,8,9,2,5,5,0
1568,1569,7,Passives,N,4,4,Married,Tier3,Card,4,M,call,7,10,7,6,4,0
1569,1570,8,Passives,N,4,9,Not Married,Tier1,e-Wallet,1,F,e-comm,7,9,2,8,6,0
1570,1571,8,Passives,Y,4,6,Married,Tier2,Cash,7,M,m-comm,7,8,1,8,6,1
1571,1572,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,1,F,call,4,10,9,8,7,0
1572,1573,1,Detractor,N,4,7,Married,Tier1,Card,4,M,call,2,3,3,9,2,2
1573,1574,0,Detractor,N,4,8,Not Married,Tier2,e-Wallet,1,F,call,1,9,10,10,1,0
1574,1575,7,Passives,Y,4,2,Married,Tier3,Cash,6,M,call,8,5,5,1,7,1
1575,1576,4,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,6,F,call,10,1,1,2,2,2
1576,1577,3,Detractor,N,4,9,Married,Tier2,Card,5,M,call,8,6,4,1,5,0
1577,1578,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,3,F,call,8,5,7,2,9,1
1578,1579,1,Detractor,N,4,9,Married,Tier1,Cash,7,M,call,3,4,3,2,4,2
1579,1580,3,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,3,F,call,10,5,9,6,4,2
1580,1581,7,Passives,N,4,1,Married,Tier3,Card,7,M,call,8,2,5,10,5,2
1581,1582,10,Promoter,N,4,5,Married,Tier1,e-Wallet,7,F,m-comm,7,8,4,1,9,1
1582,1583,5,Detractor,N,4,2,Married,Tier2,Cash,3,M,call,8,7,4,8,6,0
1583,1584,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,7,F,m-comm,8,2,3,6,7,1
1584,1585,8,Passives,Y,4,10,Married,Tier1,Card,5,M,e-comm,8,3,9,5,7,1
1585,1586,7,Passives,N,4,10,Not Married,Tier2,e-Wallet,5,F,m-comm,4,5,5,4,7,1
1586,1587,7,Passives,N,4,7,Married,Tier3,Cash,2,M,call,4,3,5,1,1,2
1587,1588,4,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,3,F,call,10,10,2,4,2,0
1588,1589,0,Detractor,N,4,10,Married,Tier2,Card,7,M,call,4,9,1,4,2,0
1589,1590,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,7,F,call,5,8,2,5,2,0
1590,1591,5,Detractor,N,4,7,Married,Tier1,Cash,7,M,call,3,5,10,2,4,0
1591,1592,0,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,3,F,call,1,4,1,1,4,2
1592,1593,9,Promoter,Y,4,5,Married,Tier1,Card,6,M,m-comm,8,6,2,1,7,1
1593,1594,2,Detractor,N,4,6,Not Married,Tier1,e-Wallet,4,F,call,4,2,9,4,4,2
1594,1595,4,Detractor,N,4,1,Married,Tier2,Cash,7,M,call,6,5,7,8,1,2
1595,1596,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,4,F,call,7,10,9,9,5,0
1596,1597,0,Detractor,N,4,8,Married,Tier1,Card,3,M,call,6,3,1,7,5,2
1597,1598,4,Detractor,N,4,1,Not Married,Tier2,e-Wallet,3,F,call,6,4,6,1,6,2
1598,1599,7,Passives,N,4,1,Married,Tier3,Cash,2,M,call,6,1,5,3,6,2
1599,1600,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,10,4,6,3,7,1
1600,1601,0,Detractor,N,4,5,Married,Tier2,Card,5,M,call,8,1,1,5,5,2
1601,1602,10,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,7,6,9,5,8,1
1602,1603,8,Passives,Y,4,9,Married,Tier1,Cash,6,M,e-comm,3,10,4,1,5,0
1603,1604,5,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,5,F,call,2,2,7,10,1,2
1604,1605,7,Passives,N,4,10,Married,Tier3,Card,7,M,call,5,10,4,1,3,0
1605,1606,5,Detractor,N,4,8,Not Married,Tier1,e-Wallet,1,F,call,7,7,6,5,4,0
1606,1607,2,Detractor,N,4,7,Married,Tier2,Cash,6,M,call,2,5,6,6,5,2
1607,1608,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,6,F,call,4,7,8,4,3,0
1608,1609,5,Detractor,N,4,2,Married,Tier1,Card,5,M,call,3,2,3,2,6,2
1609,1610,7,Passives,N,4,5,Not Married,Tier2,e-Wallet,3,F,m-comm,8,3,5,1,9,1
1610,1611,7,Passives,Y,4,3,Married,Tier3,Cash,6,M,call,7,5,2,1,5,1
